ZIP_CODE,BOROUGH,INSPECTION_DATE,count,subway_count,rest_count
10038,Manhattan,2017,82,3,199
10039,Manhattan,2010,85,3,36
10039,Manhattan,2011,47,3,36
10039,Manhattan,2012,87,3,36
10039,Manhattan,2013,35,3,36
10039,Manhattan,2014,30,3,36
10039,Manhattan,2015,31,3,36
10039,Manhattan,2016,52,3,36
10039,Manhattan,2017,64,3,36
10040,Manhattan,2010,174,4,77
10040,Manhattan,2011,107,4,77
10040,Manhattan,2012,76,4,77
10040,Manhattan,2013,130,4,77
10040,Manhattan,2014,182,4,77
10040,Manhattan,2015,138,4,77
10040,Manhattan,2016,263,4,77
10040,Manhattan,2017,263,4,77
10044,Manhattan,2013,1,1,12
10044,Manhattan,2014,1,1,12
10044,Manhattan,2015,10,1,12
10044,Manhattan,2016,2,1,12
10044,Manhattan,2017,1,1,12
10048,Manhattan,2010,2,0,1
10065,Manhattan,2010,56,2,178
10065,Manhattan,2011,34,2,178
10065,Manhattan,2012,39,2,178
10065,Manhattan,2013,11,2,178
10065,Manhattan,2014,13,2,178
10065,Manhattan,2015,16,2,178
10065,Manhattan,2016,46,2,178
10065,Manhattan,2017,93,2,178
10069,Manhattan,2013,1,0,5
10069,Manhattan,2016,1,0,5
10069,Manhattan,2017,6,0,5
10075,Manhattan,2010,47,1,94
10075,Manhattan,2011,62,1,94
10075,Manhattan,2012,48,1,94
10075,Manhattan,2013,42,1,94
10075,Manhattan,2014,3,1,94
10075,Manhattan,2015,8,1,94
10075,Manhattan,2016,34,1,94
10075,Manhattan,2017,47,1,94
10128,Manhattan,2010,243,2,153
10128,Manhattan,2011,174,2,153
10128,Manhattan,2012,74,2,153
10128,Manhattan,2013,107,2,153
10128,Manhattan,2014,152,2,153
10128,Manhattan,2015,105,2,153
10128,Manhattan,2016,310,2,153
10128,Manhattan,2017,403,2,153
10162,Manhattan,2012,1,0,0
10162,Manhattan,2014,3,0,0
10280,Manhattan,2010,12,0,9
10280,Manhattan,2011,2,0,9
10280,Manhattan,2012,6,0,9
10280,Manhattan,2013,1,0,9
10280,Manhattan,2014,6,0,9
10280,Manhattan,2015,1,0,9
10280,Manhattan,2016,2,0,9
10281,Manhattan,2010,2,0,39
10282,Manhattan,2010,4,0,18
10301,Staten Island,2010,36,0,107
10301,Staten Island,2011,34,0,107
10301,Staten Island,2012,24,0,107
10301,Staten Island,2013,23,0,107
10301,Staten Island,2014,64,0,107
10301,Staten Island,2015,10,0,107
10301,Staten Island,2016,83,0,107
10301,Staten Island,2017,80,0,107
10302,Staten Island,2010,24,0,70
10302,Staten Island,2011,19,0,70
10302,Staten Island,2012,9,0,70
10302,Staten Island,2013,14,0,70
10302,Staten Island,2014,22,0,70
10302,Staten Island,2015,22,0,70
10302,Staten Island,2016,26,0,70
10302,Staten Island,2017,57,0,70
10303,Staten Island,2010,36,0,36
10303,Staten Island,2011,10,0,36
10303,Staten Island,2012,10,0,36
10303,Staten Island,2013,15,0,36
10303,Staten Island,2014,41,0,36
10303,Staten Island,2015,45,0,36
10303,Staten Island,2016,18,0,36
10303,Staten Island,2017,17,0,36
10304,Staten Island,2010,40,0,63
10304,Staten Island,2011,32,0,63
10304,Staten Island,2012,43,0,63
10304,Staten Island,2013,10,0,63
10304,Staten Island,2014,35,0,63
10304,Staten Island,2015,11,0,63
10304,Staten Island,2016,32,0,63
10304,Staten Island,2017,31,0,63
10305,Staten Island,2010,35,0,94
10305,Staten Island,2011,42,0,94
10305,Staten Island,2012,16,0,94
10305,Staten Island,2013,19,0,94
10305,Staten Island,2014,28,0,94
10305,Staten Island,2015,3,0,94
10305,Staten Island,2016,7,0,94
10305,Staten Island,2017,5,0,94
10306,Staten Island,2010,19,0,108
10306,Staten Island,2011,29,0,108
10306,Staten Island,2012,10,0,108
10306,Staten Island,2013,19,0,108
10306,Staten Island,2014,12,0,108
10306,Staten Island,2015,10,0,108
10306,Staten Island,2016,29,0,108
10306,Staten Island,2017,43,0,108
10307,Staten Island,2010,2,0,30
10307,Staten Island,2011,11,0,30
10307,Staten Island,2012,9,0,30
10307,Staten Island,2013,6,0,30
10307,Staten Island,2014,1,0,30
10307,Staten Island,2015,2,0,30
10307,Staten Island,2016,1,0,30
10307,Staten Island,2017,1,0,30
10308,Staten Island,2010,10,0,56
10308,Staten Island,2011,10,0,56
10308,Staten Island,2012,4,0,56
10308,Staten Island,2013,4,0,56
10308,Staten Island,2014,1,0,56
10308,Staten Island,2015,4,0,56
10308,Staten Island,2016,10,0,56
10308,Staten Island,2017,2,0,56
10309,Staten Island,2010,11,0,77
10309,Staten Island,2011,27,0,77
10309,Staten Island,2012,3,0,77
10309,Staten Island,2013,4,0,77
10309,Staten Island,2014,2,0,77
10309,Staten Island,2016,3,0,77
10309,Staten Island,2017,1,0,77
10310,Staten Island,2010,19,0,58
10310,Staten Island,2011,8,0,58
10310,Staten Island,2012,11,0,58
10310,Staten Island,2013,18,0,58
10310,Staten Island,2014,12,0,58
10310,Staten Island,2015,5,0,58
10310,Staten Island,2016,16,0,58
10310,Staten Island,2017,32,0,58
10312,Staten Island,2010,40,0,79
10312,Staten Island,2011,53,0,79
10312,Staten Island,2012,23,0,79
10312,Staten Island,2013,8,0,79
10312,Staten Island,2014,1,0,79
10312,Staten Island,2015,19,0,79
10312,Staten Island,2016,4,0,79
10312,Staten Island,2017,3,0,79
10314,Staten Island,2010,27,0,177
10314,Staten Island,2011,42,0,177
10314,Staten Island,2012,41,0,177
10314,Staten Island,2013,36,0,177
10314,Staten Island,2014,20,0,177
10314,Staten Island,2015,17,0,177
10314,Staten Island,2016,32,0,177
10314,Staten Island,2017,30,0,177
10451,Bronx,2010,196,3,167
10451,Bronx,2011,219,3,167
10451,Bronx,2012,252,3,167
10451,Bronx,2013,210,3,167
10451,Bronx,2014,201,3,167
10451,Bronx,2015,223,3,167
10451,Bronx,2016,275,3,167
10451,Bronx,2017,289,3,167
10452,Bronx,2010,190,7,101
10452,Bronx,2011,275,7,101
10452,Bronx,2012,332,7,101
10452,Bronx,2013,531,7,101
10452,Bronx,2014,625,7,101
10452,Bronx,2015,597,7,101
10452,Bronx,2016,763,7,101
10452,Bronx,2017,762,7,101
10453,Bronx,2010,304,3,95
10453,Bronx,2011,594,3,95
10453,Bronx,2012,467,3,95
10453,Bronx,2013,740,3,95
10453,Bronx,2014,642,3,95
10453,Bronx,2015,547,3,95
10453,Bronx,2016,956,3,95
10453,Bronx,2017,993,3,95
10454,Bronx,2010,180,3,81
10454,Bronx,2011,132,3,81
10454,Bronx,2012,231,3,81
10454,Bronx,2013,33,3,81
10454,Bronx,2014,41,3,81
10454,Bronx,2015,56,3,81
10454,Bronx,2016,79,3,81
10454,Bronx,2017,254,3,81
10455,Bronx,2010,218,6,106
10455,Bronx,2011,215,6,106
10455,Bronx,2012,295,6,106
10455,Bronx,2013,91,6,106
10455,Bronx,2014,131,6,106
10455,Bronx,2015,159,6,106
10455,Bronx,2016,179,6,106
10455,Bronx,2017,248,6,106
10456,Bronx,2010,502,0,87
10456,Bronx,2011,955,0,87
10456,Bronx,2012,798,0,87
10456,Bronx,2013,837,0,87
10456,Bronx,2014,595,0,87
10456,Bronx,2015,910,0,87
10456,Bronx,2016,837,0,87
10456,Bronx,2017,1085,0,87
10457,Bronx,2010,737,2,87
10457,Bronx,2011,1025,2,87
10457,Bronx,2012,1086,2,87
10457,Bronx,2013,1279,2,87
10457,Bronx,2014,1072,2,87
10457,Bronx,2015,1092,2,87
10457,Bronx,2016,1140,2,87
10457,Bronx,2017,1594,2,87
10458,Bronx,2010,651,2,184
10458,Bronx,2011,888,2,184
10458,Bronx,2012,1070,2,184
10458,Bronx,2013,1176,2,184
10458,Bronx,2014,1019,2,184
10458,Bronx,2015,1115,2,184
10458,Bronx,2016,1036,2,184
10458,Bronx,2017,1273,2,184
10459,Bronx,2010,426,5,83
10459,Bronx,2011,337,5,83
10459,Bronx,2012,338,5,83
10459,Bronx,2013,103,5,83
10459,Bronx,2014,129,5,83
10459,Bronx,2015,354,5,83
10459,Bronx,2016,331,5,83
10459,Bronx,2017,556,5,83
10460,Bronx,2010,168,3,75
10460,Bronx,2011,264,3,75
10460,Bronx,2012,209,3,75
10460,Bronx,2013,338,3,75
10460,Bronx,2014,310,3,75
10460,Bronx,2015,524,3,75
10460,Bronx,2016,522,3,75
10460,Bronx,2017,768,3,75
10461,Bronx,2010,2,4,155
10461,Bronx,2011,10,4,155
10461,Bronx,2012,6,4,155
10461,Bronx,2013,5,4,155
10461,Bronx,2014,2,4,155
10461,Bronx,2015,3,4,155
10461,Bronx,2016,10,4,155
10461,Bronx,2017,16,4,155
10462,Bronx,2010,40,4,153
10462,Bronx,2011,41,4,153
10462,Bronx,2012,49,4,153
10462,Bronx,2013,62,4,153
10462,Bronx,2014,103,4,153
10462,Bronx,2015,140,4,153
10462,Bronx,2016,199,4,153
10462,Bronx,2017,190,4,153
10463,Bronx,2010,44,3,119
10463,Bronx,2011,58,3,119
10463,Bronx,2012,60,3,119
10463,Bronx,2013,175,3,119
10463,Bronx,2014,199,3,119
10463,Bronx,2015,175,3,119
10463,Bronx,2016,208,3,119
10463,Bronx,2017,350,3,119
10463,Manhattan,2010,1,3,119
10463,Manhattan,2011,8,3,119
10463,Manhattan,2013,2,3,119
10463,Manhattan,2014,3,3,119
10463,Manhattan,2015,2,3,119
10463,Manhattan,2016,1,3,119
10463,Manhattan,2017,7,3,119
10464,Bronx,2015,1,0,38
10465,Bronx,2010,1,0,84
10465,Bronx,2011,2,0,84
10465,Bronx,2016,4,0,84
10465,Bronx,2017,3,0,84
10466,Bronx,2010,16,4,94
10466,Bronx,2011,7,4,94
10466,Bronx,2012,9,4,94
10466,Bronx,2013,14,4,94
10466,Bronx,2014,11,4,94
10466,Bronx,2015,17,4,94
10466,Bronx,2016,27,4,94
10466,Bronx,2017,20,4,94
10467,Bronx,2010,241,8,164
10467,Bronx,2011,277,8,164
10467,Bronx,2012,509,8,164
10467,Bronx,2013,459,8,164
10467,Bronx,2014,433,8,164
10467,Bronx,2015,467,8,164
10467,Bronx,2016,582,8,164
10467,Bronx,2017,1010,8,164
10468,Bronx,2010,481,5,106
10468,Bronx,2011,509,5,106
10468,Bronx,2012,549,5,106
10468,Bronx,2013,772,5,106
10468,Bronx,2014,748,5,106
10468,Bronx,2015,756,5,106
10468,Bronx,2016,802,5,106
10468,Bronx,2017,977,5,106
10469,Bronx,2010,28,3,91
10469,Bronx,2011,40,3,91
10469,Bronx,2012,36,3,91
10469,Bronx,2013,22,3,91
10469,Bronx,2014,25,3,91
10469,Bronx,2015,20,3,91
10469,Bronx,2016,54,3,91
10469,Bronx,2017,40,3,91
10470,Bronx,2010,2,1,43
10470,Bronx,2011,6,1,43
10470,Bronx,2012,1,1,43
10470,Bronx,2013,2,1,43
10470,Bronx,2014,6,1,43
10470,Bronx,2015,8,1,43
10470,Bronx,2016,18,1,43
10470,Bronx,2017,12,1,43
10471,Bronx,2010,6,0,53
10471,Bronx,2011,4,0,53
10471,Bronx,2012,9,0,53
10471,Bronx,2013,11,0,53
10471,Bronx,2014,23,0,53
10471,Bronx,2015,18,0,53
10471,Bronx,2016,26,0,53
10471,Bronx,2017,25,0,53
10472,Bronx,2010,410,4,110
10472,Bronx,2011,362,4,110
10472,Bronx,2012,285,4,110
10472,Bronx,2013,450,4,110
10472,Bronx,2014,182,4,110
10472,Bronx,2015,151,4,110
10472,Bronx,2016,271,4,110
10472,Bronx,2017,361,4,110
10473,Bronx,2010,28,0,29
10473,Bronx,2011,25,0,29
10473,Bronx,2012,20,0,29
10473,Bronx,2013,20,0,29
10473,Bronx,2014,15,0,29
10473,Bronx,2015,20,0,29
10473,Bronx,2016,42,0,29
10473,Bronx,2017,51,0,29
10474,Bronx,2010,52,0,36
10474,Bronx,2011,24,0,36
10474,Bronx,2012,104,0,36
10474,Bronx,2013,44,0,36
10474,Bronx,2014,59,0,36
10474,Bronx,2015,124,0,36
10474,Bronx,2016,144,0,36
10474,Bronx,2017,189,0,36
10475,Bronx,2010,9,0,58
10475,Bronx,2011,12,0,58
10475,Bronx,2012,5,0,58
10475,Bronx,2013,1,0,58
10475,Bronx,2014,1,0,58
10475,Bronx,2015,1,0,58
10475,Bronx,2016,2,0,58
10475,Bronx,2017,8,0,58
11001,Queens,2010,4,0,2
11001,Queens,2012,2,0,2
11001,Queens,2014,1,0,2
11001,Queens,2015,1,0,2
11001,Queens,2017,2,0,2
11101,Queens,2010,72,12,281
11101,Queens,2011,144,12,281
11101,Queens,2012,41,12,281
11101,Queens,2013,112,12,281
11101,Queens,2014,53,12,281
11101,Queens,2015,44,12,281
11101,Queens,2016,90,12,281
11101,Queens,2017,62,12,281
11102,Queens,2010,3,2,89
11102,Queens,2011,6,2,89
11102,Queens,2012,12,2,89
11102,Queens,2013,6,2,89
11102,Queens,2014,21,2,89
11102,Queens,2015,14,2,89
11102,Queens,2016,8,2,89
11102,Queens,2017,15,2,89
11103,Queens,2010,13,2,238
11103,Queens,2011,57,2,238
11103,Queens,2012,6,2,238
11103,Queens,2013,50,2,238
11103,Queens,2014,45,2,238
11103,Queens,2015,11,2,238
11103,Queens,2016,191,2,238
11103,Queens,2017,49,2,238
11104,Queens,2010,28,1,105
11104,Queens,2011,32,1,105
11104,Queens,2012,37,1,105
11104,Queens,2013,11,1,105
11104,Queens,2014,11,1,105
11104,Queens,2015,4,1,105
11104,Queens,2016,7,1,105
11104,Queens,2017,4,1,105
11105,Queens,2010,1,1,139
11105,Queens,2011,4,1,139
11105,Queens,2012,4,1,139
11105,Queens,2013,10,1,139
11105,Queens,2014,7,1,139
11105,Queens,2015,11,1,139
11105,Queens,2016,4,1,139
11105,Queens,2017,1,1,139
11106,Queens,2010,33,2,166
11106,Queens,2011,32,2,166
11106,Queens,2012,8,2,166
11106,Queens,2013,35,2,166
11106,Queens,2014,17,2,166
11106,Queens,2015,34,2,166
11106,Queens,2016,44,2,166
11106,Queens,2017,26,2,166
11201,Brooklyn,2010,131,12,409
11201,Brooklyn,2011,104,12,409
11201,Brooklyn,2012,87,12,409
11201,Brooklyn,2013,166,12,409
11201,Brooklyn,2014,79,12,409
11201,Brooklyn,2015,199,12,409
11201,Brooklyn,2016,188,12,409
11201,Brooklyn,2017,115,12,409
11203,Brooklyn,2010,46,0,138
11203,Brooklyn,2011,89,0,138
11203,Brooklyn,2012,33,0,138
11203,Brooklyn,2013,18,0,138
11203,Brooklyn,2014,23,0,138
11203,Brooklyn,2015,26,0,138
11203,Brooklyn,2016,59,0,138
11203,Brooklyn,2017,48,0,138
11204,Brooklyn,2010,3,4,130
11204,Brooklyn,2011,4,4,130
11204,Brooklyn,2013,2,4,130
11204,Brooklyn,2014,10,4,130
11204,Brooklyn,2015,5,4,130
11204,Brooklyn,2016,18,4,130
11204,Brooklyn,2017,7,4,130
11205,Brooklyn,2010,253,1,154
11205,Brooklyn,2011,209,1,154
11205,Brooklyn,2012,112,1,154
11205,Brooklyn,2013,174,1,154
11205,Brooklyn,2014,173,1,154
11205,Brooklyn,2015,184,1,154
11205,Brooklyn,2016,291,1,154
11205,Brooklyn,2017,572,1,154
11206,Brooklyn,2010,354,8,180
11206,Brooklyn,2011,428,8,180
11206,Brooklyn,2012,335,8,180
11206,Brooklyn,2013,272,8,180
11206,Brooklyn,2014,497,8,180
11206,Brooklyn,2015,293,8,180
11206,Brooklyn,2016,585,8,180
11206,Brooklyn,2017,1160,8,180
11207,Brooklyn,2010,141,15,139
11207,Brooklyn,2011,92,15,139
11207,Brooklyn,2012,189,15,139
11207,Brooklyn,2013,56,15,139
11207,Brooklyn,2014,75,15,139
11207,Brooklyn,2015,107,15,139
11207,Brooklyn,2016,150,15,139
11207,Brooklyn,2017,200,15,139
11208,Brooklyn,2010,44,7,114
11208,Brooklyn,2011,14,7,114
11208,Brooklyn,2012,47,7,114
11208,Brooklyn,2013,9,7,114
11208,Brooklyn,2014,22,7,114
11208,Brooklyn,2015,48,7,114
11208,Brooklyn,2016,31,7,114
11208,Brooklyn,2017,57,7,114
11209,Brooklyn,2010,5,3,267
11209,Brooklyn,2011,2,3,267
11209,Brooklyn,2012,8,3,267
11209,Brooklyn,2013,3,3,267
11209,Brooklyn,2014,3,3,267
11209,Brooklyn,2015,5,3,267
11209,Brooklyn,2016,6,3,267
11209,Brooklyn,2017,1,3,267
11210,Brooklyn,2010,29,1,88
11210,Brooklyn,2011,21,1,88
11210,Brooklyn,2012,10,1,88
11210,Brooklyn,2013,4,1,88
11210,Brooklyn,2014,14,1,88
11210,Brooklyn,2015,20,1,88
11210,Brooklyn,2016,27,1,88
11210,Brooklyn,2017,35,1,88
11211,Brooklyn,2010,288,7,376
11211,Brooklyn,2011,363,7,376
11211,Brooklyn,2012,215,7,376
11211,Brooklyn,2013,182,7,376
11211,Brooklyn,2014,133,7,376
11211,Brooklyn,2015,216,7,376
11211,Brooklyn,2016,343,7,376
11211,Brooklyn,2017,311,7,376
11212,Brooklyn,2010,60,5,118
11212,Brooklyn,2011,55,5,118
11212,Brooklyn,2012,21,5,118
11212,Brooklyn,2013,23,5,118
11212,Brooklyn,2014,43,5,118
11212,Brooklyn,2015,65,5,118
11212,Brooklyn,2016,155,5,118
11212,Brooklyn,2017,143,5,118
11213,Brooklyn,2010,156,2,106
11213,Brooklyn,2011,177,2,106
11213,Brooklyn,2012,158,2,106
11213,Brooklyn,2013,197,2,106
11213,Brooklyn,2014,211,2,106
11213,Brooklyn,2015,163,2,106
11213,Brooklyn,2016,263,2,106
11213,Brooklyn,2017,280,2,106
11214,Brooklyn,2010,17,5,194
11214,Brooklyn,2011,14,5,194
11214,Brooklyn,2012,6,5,194
11214,Brooklyn,2013,2,5,194
11214,Brooklyn,2014,19,5,194
